100000 100000
1 16660 1678
1 4464 15244
1 1763 2573
1 19054 32600
1 17252 16401
1 23562 19667
1 31822 14474
1 29504 18067
1 3366 22260
1 17256 31009
1 7336 558
1 18107 10597
1 360 1674
1 26643 26462
1 22969 24097
1 31218 14615
1 23246 21353
1 7878 29142
1 6943 12809
1 1643 2454
1 23566 31211
1 9458 2231
1 5835 18579
1 18081 23541
1 20597 27824
1 9530 9367
1 31106 22513
1 25217 22760
1 23648 25370
1 3064 18667
1 24412 6231
1 3053 23371
1 7620 30672
1 11190 5777
1 7240 27261
1 2876 19097
1 7334 22332
1 12726 28231
1 21639 3617
1 7095 1398
1 2979 32269
1 27243 9009
1 25900 26754
1 6173 23590
1 22634 1973
1 22013 15703
1 7331 23269
1 30497 6931
1 3133 3308
1 3273 19493
1 17190 10516
1 6119 9547
1 31860 4651
1 29663 18666
1 29513 28634
1 24203 7935
1 19194 1586
1 16770 2393
1 17008 11144
1 8346 10246
1 14030 20611
1 20907 16907
1 14675 20083
1 24982 9816
1 15491 28644
1 19078 6394
1 7297 26484
1 24438 8339
1 1728 10465
1 4340 18439
1 1242 22630
1 28452 10361
1 11968 17480
1 3335 20342
1 18452 7340
1 10493 21871
1 19667 23979
1 16009 14445
1 12599 8104
1 25941 20224
1 22748 16865
1 8566 26488
1 2337 9029
1 2288 26456
1 23249 23942
1 25213 32520
1 28419 13934
1 8586 17866
1 27454 15222
1 25475 20975
1 225 15253
1 21072 8523
1 962 4950
1 4128 26086
1 21526 32557
1 4197 2804
1 8081 26635
1 543 1544
1 15822 24112
1 12126 18564
1 11248 13889
1 30210 25940
1 27530 31898
1 15814 16092
1 18620 13029
1 3965 20782
1 19359 3051
1 12699 27777
1 22755 6571
1 28150 29663
1 17847 8617
1 25806 29725
1 25321 2953
1 4363 10000
1 17231 7644
1 25031 14078
1 16741 32058
1 3340 22099
1 2103 8593
1 32735 32661
1 9090 13756
1 3965 29082
1 23318 5464
1 20452 15353
1 23934 23763
1 13205 28606
1 32227 16325
1 22681 18530
1 2350 6532
1 9922 24826
1 30317 27635
1 9011 18862
1 30328 16538
1 7458 4461
1 9940 8188
1 6109 6111
1 27607 4900
1 5643 15259
1 13837 25474
1 10805 14491
1 14043 3317
1 28805 19180
1 18530 5673
1 21965 27050
1 3238 17187
1 20426 11820
1 2032 22042
1 27307 15228
1 14961 21129
1 20429 14858
1 32039 30338
1 10697 15265
1 9733 24133
1 2480 7065
1 14158 1553
1 12693 12111
1 7746 7738
1 26700 23250
1 17660 25980
1 14962 24031
1 31643 32143
1 19629 27920
1 31904 28155
1 9013 27472
1 4247 18734
1 660 22418
1 5370 10188
1 19882 17091
1 27218 28230
1 1267 25084
1 3487 4270
1 19213 4349
1 24826 18634
1 4724 22743
1 26489 29287
1 22673 20200
1 30803 495
1 4595 24588
1 11588 18750
1 11228 23570
1 4147 32434
1 18175 21869
1 19475 14977
1 3976 10540
1 25863 24144
1 22109 17197
1 15305 6913
1 20387 29325
1 24652 2252
1 6789 25186
1 30624 1425
1 30256 2733
1 14615 19820
1 18466 11658
1 18086 395
1 22437 13482
1 25741 4412
1 25238 771
1 21562 14666
1 28523 3782
1 22123 3466
1 117 22418
1 6292 16561
1 3169 3303
1 4480 7784
1 24581 30941
1 4410 27555
1 19802 790
1 2094 8494
1 19396 24561
1 18828 13448
1 28058 16384
1 19693 25333
1 20194 5053
1 13113 13007
1 24924 14200
1 4808 7965
1 14787 7060
1 20167 8551
1 16975 15603
1 32222 3528
1 30334 431
1 9231 30020
1 3092 19979
1 17378 604
1 11616 26025
1 2751 992
1 10434 27901
1 7323 6661
1 14698 7937
1 17111 14775
1 19810 2858
1 612 31280
1 27855 28571
1 23852 24778
1 9844 922
1 17069 7953
1 9591 17984
1 29671 30493
1 21608 9588
1 24185 14879
1 12671 4378
1 13063 5433
1 14373 20103
1 15070 8339
1 950 8248
1 12507 25771
1 3974 5572
1 8585 18924
1 14370 6160
1 5769 9859
1 25048 1474
1 4407 24174
1 26745 29688
1 6282 18901
1 15453 26425
1 24124 21918
1 20648 6316
1 16171 4668
1 16076 7047
1 8960 9415
1 17231 30411
1 32526 20050
1 30671 1839
1 125 32121
1 28227 15705
1 8615 7737
1 4483 3156
1 11970 7173
1 28427 7231
1 32192 18965
1 19963 5442
1 23923 9730
1 14179 5831
1 32757 10384
1 21438 12006
1 25671 6346
1 16828 26144
1 824 5461
1 19013 13137
1 17288 18430
1 5562 27616
1 31054 30613
1 18046 1081
1 29847 27646
1 7349 13437
1 25424 22661
1 1867 21879
1 2662 16498
1 17976 2515
1 6699 2525
1 515 1930
1 8700 12996
1 31877 5537
1 26401 23643
1 16112 4627
1 8948 8355
1 26896 5132
1 27717 26174
1 1488 32343
1 20478 9858
1 2303 5658
1 23811 22988
1 23124 29121
1 10076 32279
1 4528 21560
1 1686 27597
1 18596 18525
1 4966 27868
1 9523 4277
1 10384 18957
1 473 16221
1 27399 17042
1 22220 2628
1 7510 8669
1 18561 12184
1 16958 26553
1 32626 32382
1 21153 13971
1 11551 22534
1 2719 31768
1 25170 15454
1 4606 2054
1 6824 14406
1 975 1339
1 8525 18115
1 6478 2323
1 13063 31512
1 31755 11504
1 374 1778
1 839 26138
1 31642 28899
1 24737 4042
1 32661 3857
1 32754 23425
1 22962 6704
1 7797 7070
1 13479 27821
1 23851 7216
1 24343 16940
1 21117 32265
1 2651 2869
1 24356 18452
1 26242 10538
1 19014 8936
1 16278 9853
1 26849 29340
1 33 16159
1 21613 17117
1 15600 19772
1 29885 14655
1 11799 28197
1 24871 465
1 14646 29582
1 23780 27124
1 28922 29945
1 29369 7533
1 11750 5490
1 29655 14776
1 9299 20861
1 24065 11167
1 7093 26957
1 27884 2828
1 11041 15158
1 23275 26908
1 7948 8805
1 5324 17524
1 27734 11727
1 25852 6104
1 21639 17255
1 23026 14074
1 8024 916
1 27595 28047
1 3445 226
1 9522 5288
1 26753 8184
1 21379 4672
1 21594 13258
1 560 30481
1 17823 10767
1 17763 11949
1 16752 23542
1 6117 30153
1 19061 22292
1 20542 2780
1 7970 12961
1 28958 19689
1 11577 17637
1 22779 15512
1 24208 19693
1 5372 5004
1 8980 25730
1 23318 26097
1 23566 20060
1 28533 596
1 3237 29842
1 31005 952
1 29604 11093
1 2513 18918
1 29310 3038
1 23859 19460
1 26000 31653
1 4910 31081
1 20901 13268
1 27025 7344
1 2751 23803
1 14588 29963
1 14357 4869
1 14592 31194
1 22872 25963
1 20354 31869
1 12602 10151
1 28512 7270
1 14641 9708
1 19032 16754
1 632 4628
1 23077 4217
1 10328 15578
1 1258 3620
1 14245 28489
1 24788 25598
1 12171 30836
1 23291 31694
1 32651 17256
1 17802 25893
1 9920 2399
1 4384 14643
1 22631 29750
1 13686 28894
1 18846 17697
1 3393 24854
1 3180 21406
1 10586 20834
1 7170 30887
1 24348 24767
1 32320 14892
1 5645 11435
1 7803 19136
1 6337 28285
1 17790 12691
1 27900 759
1 21198 11936
1 30487 4126
1 6963 12071
1 27813 15689
1 4211 26206
1 23126 12665
1 5729 24164
1 16667 19432
1 10518 5494
1 3722 19173
1 14463 31589
1 29829 21726
1 23832 25415
1 25622 6079
1 18934 15725
1 12190 29307
1 8203 11670
1 6191 23783
1 1702 20834
1 18998 463
1 11577 19210
1 3421 16196
1 6751 25677
1 11183 307
1 27677 23982
1 21501 10812
1 28008 15836
1 31617 32448
1 9448 13682
1 706 17980
1 16636 27360
1 8631 5846
1 1278 17065
1 24367 32566
1 7112 30672
1 6001 663
1 29559 6284
1 22047 6942
1 1647 15171
1 1888 13930
1 13727 32694
1 17469 24684
1 6150 12410
1 15948 4217
1 25461 6311
1 3724 19613
1 21143 25044
1 27537 5939
1 11312 3650
1 2785 23218
1 20386 25431
1 12701 18378
1 27317 22606
1 14436 22960
1 15511 23854
1 1652 29878
1 2594 3576
1 18450 21278
1 10078 9765
1 25645 13360
1 14919 18511
1 30014 394
1 6864 28207
1 18802 24248
1 29735 5319
1 11787 22276
1 2875 30944
1 2563 7567
1 20092 30647
1 3059 5025
1 4833 26612
1 28468 2366
1 8752 32475
1 7236 27642
1 32378 5574
1 10347 22542
1 32484 25555
1 30878 16298
1 10670 32730
1 2979 7309
1 28525 16034
1 12150 24532
1 11163 16724
1 9708 5135
1 3666 18479
1 31894 26010
1 21333 7550
1 7144 1323
1 27216 11463
1 20890 6311
1 29793 6726
1 23119 11834
1 15062 28313
1 11893 26022
1 825 10941
1 5740 17371
1 25738 22585
1 18922 25801
1 459 27033
1 7838 32626
1 19906 32542
1 2579 28739
1 15354 25524
1 31448 15780
1 779 22052
1 19678 19150
1 21531 29323
1 23841 11484
1 11173 20491
1 138 22053
1 8057 9920
1 25108 3018
1 19972 4598
1 3119 22923
1 21202 17049
1 8546 30687
1 25681 13804
1 2099 22595
1 32472 17534
1 3659 19410
1 16615 7515
1 18134 30742
1 23729 383
1 10281 3614
1 17111 21392
1 11431 30672
1 27255 20428
1 31461 28545
1 23141 64
1 22796 13763
1 22456 16698
1 28543 22910
1 23945 27138
1 7870 17987
1 16887 28101
1 27787 3292
1 11374 2258
1 19531 6696
1 16682 19977
1 18094 20518
1 9718 10383
1 17554 13647
