100000 100000
1 24007 7551
1 24378 3348
1 2389 9814
1 28793 27465
1 31004 30477
1 24690 11847
1 19372 12292
1 6611 29330
1 21955 5141
1 20704 25836
1 29807 8740
1 1723 18563
1 19059 27895
1 20962 11626
1 27884 9544
1 4089 27462
1 17204 2585
1 25802 13386
1 7687 13128
1 10890 21605
1 18916 27235
1 14173 28857
1 8374 1469
1 7197 23376
1 24244 31170
1 16471 20234
1 16006 5255
1 32663 10202
1 8361 6054
1 11238 27442
1 16916 9288
1 6544 13500
1 17948 11651
1 6187 23371
1 6037 25831
1 31956 25105
1 25914 21843
1 8636 2578
1 15695 8205
1 32484 6104
1 3204 4114
1 16420 8553
1 1053 30635
1 31858 30838
1 11088 3137
1 29281 1237
1 8174 13426
1 28136 9010
1 19014 31845
1 15205 23553
1 2119 9306
1 19425 1718
1 5092 32133
1 28310 11577
1 10429 2332
1 17326 17300
1 11515 3503
1 19534 2031
1 24955 5816
1 15315 7871
1 23856 4723
1 28252 16186
1 22466 495
1 10376 1038
1 1915 28517
1 1153 13394
1 5732 7882
1 12345 6333
1 29355 11424
1 24819 12566
1 32328 3857
1 8198 24043
1 25056 11582
1 21725 21126
1 1770 213
1 12355 25373
1 32016 30177
1 23773 841
1 20184 31975
1 6392 2233
1 2435 814
1 7558 1576
1 31798 17758
1 30306 21132
1 29271 12365
1 12252 4241
1 27962 17429
1 32113 19013
1 8445 11626
1 15834 29973
1 14512 2346
1 73 29176
1 9657 1590
1 28399 24042
1 32375 22913
1 17089 18076
1 12326 14438
1 9340 5994
1 2051 19775
1 7910 21133
1 22448 23091
1 1623 27282
1 14553 32335
1 31097 20490
1 13336 20696
1 24396 1924
1 20246 18144
1 1645 23480
1 17908 5912
1 18839 5
1 29673 4069
1 23914 14110
1 12076 5046
1 11115 20992
1 7188 12180
1 24141 6951
1 15229 32763
1 879 513
1 14447 22504
1 26021 6819
1 14586 24115
1 1339 17851
1 13924 5407
1 20791 5317
1 8327 48
1 1503 16002
1 20596 23612
1 21627 14246
1 3676 7621
1 14428 17361
1 11953 10630
1 7453 4801
1 2696 31564
1 14889 15814
1 22338 12039
1 18301 14710
1 8555 8225
1 28592 4001
1 28386 4878
1 9008 30088
1 19514 7461
1 12494 4681
1 18785 16046
1 18301 2462
1 10623 25404
1 17750 7879
1 18977 15421
1 30688 965
1 1431 10703
1 12687 10441
1 5274 9685
1 22666 8172
1 13107 25930
1 21169 26912
1 3288 9174
1 29407 14951
1 13271 19871
1 19308 6211
1 10232 31586
1 2551 21101
1 12381 29890
1 16482 14537
1 3246 11488
1 16157 7322
1 16755 27947
1 25768 29171
1 961 8826
1 1619 9582
1 2073 88
1 22089 31263
1 14477 28318
1 27340 971
1 5668 30024
1 19138 4438
1 18816 6785
1 9073 7035
1 9918 26368
1 2951 3008
1 10398 1175
1 30557 28584
1 9956 11017
1 17020 27690
1 19454 20253
1 29281 1378
1 3558 18416
1 5757 3719
1 11850 24207
1 27008 22045
1 1515 31685
1 6103 25195
1 8003 26674
1 20339 21040
1 25706 21149
1 31949 13714
1 25658 4236
1 22823 29527
1 29362 19729
1 11796 3671
1 10392 6630
1 29242 24369
1 1634 5820
1 9047 5694
1 15959 8913
1 386 6595
1 27122 19649
1 4020 5227
1 11911 29854
1 32134 18420
1 5416 21570
1 24124 30760
1 6602 25060
1 20739 527
1 13732 16618
1 32375 29539
1 26840 13566
1 3944 13892
1 1877 19300
1 222 9517
1 19708 11915
1 31066 6951
1 32002 22498
1 863 21564
1 4245 5100
1 20785 12847
1 14530 3223
1 28125 14698
1 14230 19914
1 32633 23096
1 21635 30781
1 32429 23092
1 28678 5773
1 1907 29186
1 31367 18576
1 10010 29500
1 21121 14566
1 19345 2735
1 19938 4304
1 14306 29384
1 29365 24133
1 8701 10825
1 8958 8259
1 23991 832
1 16357 28004
1 14610 7738
1 2071 26801
1 28095 9652
1 13674 30906
1 19425 24018
1 7616 29927
1 532 23636
1 23341 15625
1 9902 31941
1 16220 28468
1 26181 25845
1 5678 12241
1 31601 11690
1 31653 14319
1 21458 915
1 18689 7642
1 1621 21629
1 23848 3055
1 32436 23753
1 17483 22958
1 572 10526
1 711 15121
1 29139 24667
1 1865 31260
1 27961 27088
1 2102 28342
1 15246 17325
1 20554 10423
1 7445 7610
1 15999 66
1 27191 3145
1 32048 85
1 9163 26474
1 13438 24478
1 22676 10845
1 15347 31633
1 1035 26445
1 3941 2487
1 19039 9019
1 2845 29513
1 13755 11832
1 13113 3837
1 22727 19415
1 2639 11552
1 31345 16354
1 15187 10725
1 12013 4940
1 6843 31229
1 506 9575
1 17120 25959
1 5736 23895
1 20392 25738
1 24279 4039
1 32098 21377
1 21441 27866
1 12017 28598
1 19131 2660
1 7981 21426
1 21239 24155
1 16774 25907
1 15118 15752
1 5611 27007
1 9212 12930
1 29674 13305
1 17772 16605
1 4376 8946
1 18231 26783
1 18099 24257
1 21543 32243
1 23174 3862
1 18944 10530
1 20237 31371
1 10945 8894
1 32474 17532
1 13095 33
1 1847 15641
1 14963 9238
1 17933 30649
1 16237 10197
1 28420 7026
1 18089 20533
1 31724 8678
1 28169 25373
1 31836 30815
1 22915 28987
1 2200 14111
1 23844 26617
1 23480 25329
1 2133 32685
1 22791 27908
1 30302 23056
1 170 25849
1 2088 25842
1 6018 4411
1 27463 21804
1 1619 24975
1 4663 19925
1 13349 28652
1 486 1977
1 24554 908
1 6259 3334
1 15714 19011
1 12598 23881
1 22844 15376
1 18944 3481
1 2174 23794
1 3492 14610
1 26406 20732
1 26550 21894
1 10769 30380
1 1426 16494
1 18461 31609
1 26784 6183
1 16011 7851
1 28119 13659
1 29863 5743
1 28288 22717
1 682 19243
1 24125 24825
1 24543 23823
1 2633 7402
1 15365 10221
1 24065 3598
1 2037 14666
1 20644 12088
1 29060 27829
1 24663 4997
1 22187 8791
1 15980 29073
1 29669 17356
1 4323 28395
1 20953 2865
1 27953 16326
1 13881 16510
1 28737 28401
1 7146 24854
1 6073 25097
1 30309 26013
1 16510 28141
1 17501 6666
1 28282 3954
1 13730 15357
1 16797 7256
1 26693 21330
1 15393 125
1 253 30966
1 15891 23377
1 8905 32761
1 23055 4490
1 2519 13541
1 26443 10009
1 19877 10063
1 29910 30044
1 3686 12715
1 546 4501
1 4519 13157
1 8385 30619
1 4658 12589
1 25452 19663
1 18226 20370
1 15945 20306
1 26265 23506
1 15470 17781
1 9919 22256
1 11937 369
1 843 14088
1 14177 19801
1 18775 21216
1 22571 21324
1 11983 11199
1 25590 21999
1 31002 2434
1 31488 19738
1 30461 7404
1 29644 15058
1 20924 7230
1 21867 19576
1 31106 3591
1 18172 7231
1 12546 13886
1 6255 9956
1 31839 22926
1 18574 18841
1 30537 19185
1 11325 23618
1 22122 30592
1 6912 15331
1 6144 25738
1 17599 22873
1 10187 21475
1 5318 8265
1 31273 638
1 17936 19031
1 25216 13630
1 3269 29336
1 10460 2058
1 30977 32073
1 8921 13088
1 30423 10177
1 21444 15019
1 3990 21668
1 22525 15511
1 20554 26714
1 8095 20644
1 31110 18879
1 15459 11961
1 23649 23324
1 18114 3964
1 2239 32599
1 7770 31519
1 12498 32614
1 2451 31356
1 26080 25609
1 30850 24165
1 4678 6073
1 28430 4405
1 21693 25819
1 23121 9899
1 8412 9274
1 21825 7673
1 18654 12212
1 8335 2583
1 21670 27956
1 20943 5213
1 18944 1504
1 32218 3409
1 18986 7571
1 25200 32702
1 10387 7821
1 21282 31238
1 24290 28009
1 28015 440
1 570 6480
1 22574 25957
1 7612 23661
1 4652 24752
1 5710 160
1 5141 18085
1 31643 31863
1 18840 9804
1 27227 23642
1 9670 7549
1 25557 19461
1 22203 19957
1 16034 21564
1 23681 10410
1 5299 8377
1 1841 860
1 21142 25194
1 8283 11373
1 19444 8665
1 17320 28914
1 31071 5612
1 10942 18698
1 17226 21198
1 28772 7791
1 32345 25901
1 3815 24906
1 31964 11686
1 7612 24396
1 22934 4221
1 4710 4346
1 24514 19858
1 2203 20808
1 13400 5264
1 21922 13162
1 9356 10600
1 27391 27367
1 15767 11518
1 19538 31215
1 4539 24097
1 7293 6638
1 20097 26305
1 1541 4705
1 2118 2396
1 699 29161
1 24309 17082
1 18075 23965
1 24598 13274
1 20980 27301
1 18952 26668
1 28361 13829
1 5258 19457
1 7543 11958
1 25217 26431
1 13465 17915
