100000 100000
1 22039 11453
1 9565 18932
1 25660 8940
1 3381 11899
1 28861 9324
1 5102 30699
1 32217 14863
1 12380 19930
1 12450 24881
1 25791 31381
1 30465 10661
1 13547 6324
1 20219 28656
1 18342 16114
1 4914 1973
1 14162 7740
1 28847 27249
1 21964 17928
1 27102 15977
1 26515 744
1 2778 18912
1 6701 2911
1 13035 9868
1 14790 28403
1 5966 18763
1 27163 31619
1 25396 12819
1 26262 3291
1 6412 22567
1 3514 31366
1 6405 9873
1 15298 6115
1 28879 7372
1 14469 31356
1 22690 26561
1 15517 31378
1 386 1781
1 20936 8701
1 6337 20992
1 4750 32051
1 9413 29249
1 3365 678
1 7948 9424
1 19857 1107
1 28524 22708
1 21263 24471
1 11424 32086
1 29876 24389
1 17920 5430
1 31058 1015
1 31376 24797
1 26267 9889
1 16700 13843
1 19337 10604
1 1634 22353
1 2557 10945
1 25233 24441
1 25510 28323
1 11921 5573
1 20004 29251
1 6307 15869
1 21101 24014
1 7945 14574
1 31600 18570
1 5065 2327
1 6137 801
1 3503 4005
1 21461 23613
1 27281 5538
1 27702 4948
1 18134 30057
1 857 28102
1 3641 30813
1 22373 8741
1 2507 15578
1 24727 3539
1 3895 14444
1 6812 26835
1 13642 10815
1 32062 27609
1 12723 4567
1 26691 7331
1 17415 32257
1 1682 13452
1 21000 18442
1 27800 21855
1 6438 3886
1 30186 105
1 6470 2131
1 9772 978
1 7363 30200
1 4401 21037
1 434 23656
1 3683 30797
1 10347 17971
1 15206 9562
1 11077 11486
1 4600 31013
1 17312 23002
1 5404 3257
1 41 21427
1 22903 26931
1 12377 11146
1 27898 24787
1 10559 16069
1 25025 32338
1 18304 16645
1 59 32374
1 21148 8792
1 25740 2021
1 9586 9649
1 2863 5431
1 16391 15253
1 4320 17742
1 9859 29974
1 10681 1514
1 12668 8965
1 5019 19576
1 13175 30052
1 1999 20779
1 6060 12058
1 28653 78
1 24074 16874
1 25085 5593
1 6267 26278
1 10205 5954
1 19817 1440
1 21987 8085
1 25473 866
1 13506 12743
1 31415 17823
1 690 1352
1 22154 1129
1 20427 215
1 15753 15267
1 31154 22426
1 29206 20666
1 2680 31854
1 10346 16528
1 32447 24444
1 7641 27065
1 14111 10765
1 13655 18154
1 6344 27807
1 15676 11694
1 8552 29495
1 16964 25947
1 29263 13306
1 5082 10821
1 5841 3063
1 23958 28977
1 2539 15944
1 31236 32525
1 16170 26969
1 25255 10462
1 13001 26247
1 24893 20473
1 17689 18413
1 26181 28278
1 25894 26746
1 10431 18402
1 20120 16967
1 29491 4660
1 24279 32552
1 16884 11010
1 17779 30594
1 5798 11509
1 5058 4956
1 9470 31099
1 28619 16824
1 15561 2747
1 28258 31267
1 5424 8654
1 22677 31883
1 23866 9516
1 24647 17233
1 13714 17252
1 2075 23455
1 30603 11793
1 17044 6140
1 28001 265
1 3194 20765
1 24514 10711
1 1663 10494
1 7308 25452
1 21026 1074
1 23257 6673
1 13780 11640
1 8249 19360
1 19545 22414
1 2878 14324
1 17266 29002
1 10046 30110
1 28089 32742
1 11604 16089
1 11212 29596
1 22184 2753
1 28845 10866
1 9200 18111
1 25961 5464
1 15927 17480
1 28664 13168
1 21725 11975
1 8549 22445
1 7392 7639
1 20271 27807
1 21849 6070
1 23534 10893
1 30026 6134
1 29497 29637
1 26262 28278
1 15560 19248
1 29265 2705
1 19158 6441
1 16954 1685
1 18377 12943
1 7046 1911
1 10005 22041
1 14048 17605
1 23902 5098
1 22957 19675
1 25565 21350
1 5268 22874
1 2820 27459
1 19262 18390
1 24677 32739
1 26970 2767
1 11216 7137
1 26853 9955
1 18363 14058
1 3496 4161
1 22759 7886
1 31234 31841
1 10561 30422
1 231 31731
1 10759 16729
1 22825 28949
1 24875 10122
1 5622 13768
1 17916 29588
1 2211 1701
1 20739 28905
1 28583 1484
1 17195 9942
1 5867 27166
1 26662 8540
1 19777 11948
1 22539 15419
1 21297 22126
1 31812 9295
1 9980 6201
1 23463 799
1 20955 1771
1 29155 2228
1 6792 2537
1 5662 18343
1 16639 14795
1 13532 6014
1 10118 30037
1 24867 28985
1 3307 17065
1 221 31271
1 15373 20668
1 6269 12542
1 21661 11527
1 31205 28971
1 4390 383
1 23175 16487
1 11851 28358
1 5323 6795
1 22353 22179
1 6321 12197
1 15325 10928
1 20408 18507
1 13054 4946
1 30718 17455
1 3949 750
1 15016 26356
1 2324 2394
1 388 26432
1 24526 31634
1 20461 29715
1 7022 17325
1 8944 9303
1 3330 27919
1 7341 1208
1 30041 16607
1 32511 14261
1 29890 1724
1 14687 23543
1 10263 15787
1 3589 11490
1 5882 24916
1 4689 4459
1 22367 3951
1 3690 3369
1 2635 8569
1 37 18350
1 5594 3755
1 17704 7703
1 16519 10796
1 12367 29410
1 4520 4486
1 3662 12288
1 6968 24407
1 23960 12075
1 4313 30281
1 15744 31866
1 20505 30787
1 22686 10035
1 15861 15841
1 20085 5344
1 7580 25122
1 24658 2725
1 17525 13921
1 25975 24784
1 20322 12935
1 19065 5298
1 15687 13694
1 8167 11438
1 4806 10729
1 31788 8847
1 27469 25362
1 13495 18462
1 6995 17955
1 12889 23029
1 18398 5018
1 25838 13454
1 5961 25847
1 6719 24479
1 24388 12983
1 15399 25514
1 29724 30342
1 14837 7631
1 32061 15793
1 8466 1510
1 29429 16346
1 10468 6858
1 10618 19951
1 13809 26871
1 3375 11613
1 6216 24408
1 29731 13184
1 2333 26202
1 10458 13662
1 11187 27973
1 4689 8086
1 5503 25036
1 7484 19091
1 8586 17891
1 19090 24325
1 4887 22480
1 1867 24210
1 19334 133
1 12649 9416
1 6008 31789
1 28213 29783
1 22324 28933
1 13771 25725
1 1609 26733
1 14296 17089
1 26229 24127
1 32163 15588
1 20934 23135
1 27978 26389
1 30719 18579
1 4686 29284
1 2877 661
1 20306 10105
1 8154 16487
1 23840 31110
1 17298 25319
1 15085 17786
1 4068 19619
1 29662 4472
1 15291 15598
1 24011 24711
1 28750 24884
1 13634 28299
1 25925 4234
1 15055 26740
1 2077 25993
1 13690 29877
1 13005 10845
1 32402 8183
1 13738 19225
1 31401 527
1 14472 16973
1 9184 12078
1 14114 13275
1 2405 18776
1 7356 10758
1 26681 17944
1 17158 10444
1 16695 15473
1 22596 2934
1 4178 20247
1 28844 24685
1 2334 1760
1 18191 14159
1 31890 12661
1 28860 5442
1 19468 6221
1 2210 905
1 3477 9180
1 5556 27733
1 17766 16135
1 12434 14813
1 22700 3804
1 11365 27568
1 7561 21120
1 18186 5706
1 11355 32616
1 9332 230
1 22080 28108
1 6475 21908
1 25818 10585
1 2265 6027
1 1871 14887
1 23079 21440
1 4244 31210
1 18531 16312
1 27372 18796
1 4741 15002
1 25771 14907
1 20019 25736
1 14912 158
1 25057 16431
1 370 16846
1 27196 4765
1 23018 4707
1 3785 30035
1 1778 14605
1 2505 20124
1 22140 2436
1 26465 9245
1 31078 27586
1 16375 31660
1 12540 25455
1 29151 15974
1 30143 11165
1 7735 20987
1 31589 15029
1 27919 23629
1 13856 17073
1 23758 25914
1 17699 396
1 8400 19125
1 26211 30199
1 21332 15132
1 22426 19534
1 32406 10693
1 18578 6090
1 16696 29147
1 17056 11256
1 4582 7016
1 10606 10858
1 26170 30386
1 14590 6316
1 16605 459
1 9452 4729
1 27376 19556
1 15604 27695
1 23722 19938
1 15027 22913
1 6466 25012
1 7346 27756
1 527 24035
1 12960 108
1 25838 30698
1 16095 26095
1 18916 27593
1 20803 25098
1 17412 6485
1 16150 22123
1 18835 3026
1 23647 9615
1 22379 8131
1 23139 10037
1 25501 15105
1 28525 16658
1 25434 19211
1 11211 30662
1 26644 32157
1 8217 3087
1 6112 26500
1 14530 30780
1 1311 3504
1 29379 25061
1 10589 1163
1 19890 21466
1 1913 6537
1 7935 21593
1 14598 15104
1 10875 11140
1 27378 4667
1 9238 28177
1 3429 970
1 32493 8260
1 15084 2587
1 11652 1306
1 6871 7759
1 14159 28104
1 17120 9030
1 18296 7523
1 23565 1788
1 6364 5345
1 3799 3609
1 25431 23360
1 31371 32195
1 11841 5637
1 15345 6071
1 11320 1512
1 18220 7320
1 1056 15310
1 6369 18566
1 11113 6647
1 667 32243
1 13712 30073
1 5742 4786
1 15593 27629
1 30171 29521
1 18587 16744
1 2036 4265
1 21484 23213
1 23232 19379
1 23231 10144
1 13281 21406
1 3930 4606
1 5236 10782
1 7533 17484
1 13369 16902
1 7760 23821
1 14324 27673
1 8845 25144
1 10003 1565
1 29854 2281
1 25744 8242
1 30968 9559
1 12057 3170
1 20296 22278
1 27759 3193
1 6396 17726
1 17420 4631
1 2309 32699
1 19720 17667
1 8411 22438
1 21309 17346
1 16066 17604
1 30634 21097
1 24909 10990
1 12309 27567
1 17440 5057
1 27124 26694
1 14841 12438
1 21646 12396
1 26610 14516
1 5726 11197
1 17920 30661
1 29112 25419
1 2240 8327
1 7343 2544
1 22643 14276
1 20533 24291
1 31046 11140
1 21124 7818
1 18648 27265
1 189 30095
1 13558 4059
1 7119 10806
1 4009 30477
1 23707 28654
1 25714 19488
1 4950 6438
1 13012 27679
1 22062 7009
1 12819 10698
1 816 6541
1 572 19086
1 6505 26768
1 28261 20405
1 11595 16933
1 9270 24539
1 31827 6630
1 1192 25761
1 25577 18601
1 29197 12453
1 16264 528
1 16209 16817
1 29214 18524
1 9343 29490
1 7862 21122
1 23686 13548
1 21588 6273
1 20542 6637
1 12576 31218
1 29350 21439
1 16583 13025
1 12912 28130
1 6687 4827
1 9407 23929
1 10 10824
1 19759 14660
1 2460 25084
1 10006 11726
1 5504 12552
1 21513 488
1 3223 25814
1 5026 16213
1 14307 12149
1 26753 21447
1 11684 28721
1 3729 15883
1 6592 27239
1 9868 7040
1 25960 24215
1 15042 10701
1 505 14779
1 278 4307
1 23328 20183
1 32329 2273
1 13378 20178
1 28283 12583
1 29979 29316
1 5870 10862
1 10661 2832
1 25870 18950
1 14651 27764
1 32430 30975
1 6398 26206
1 10133 5020
1 32120 16194
1 8249 23812
1 20351 26025
1 25034 23355
1 26716 19404
1 23410 12113
1 22829 8545
1 5340 15833
1 16776 24501
1 23027 15261
1 31073 23547
1 21484 29328
1 4654 21475
1 13190 21252
1 29512 10351
1 20624 9501
1 5525 15107
1 25260 28294
1 8804 8379
1 14164 24674
1 31128 8192
1 2330 24966
1 25353 11358
1 23604 2277
1 28455 21648
1 1079 7243
1 19169 22237
1 14115 26447
1 2757 20392
1 20896 32387
1 12648 13890
1 12423 17133
1 29960 7170
1 17316 14779
1 2160 24984
1 15803 3122
1 27420 22174
1 1480 17384
1 1182 30576
1 19851 5939
1 3904 15678
1 28996 23009
1 5611 13407
1 1212 26153
1 2375 19688
1 12676 4578
1 12324 6526
1 19073 1011
1 30489 28776
1 14505 32267
1 25450 8936
1 9479 28306
1 11567 16076
1 1029 24287
1 17587 3648
1 26090 4523
1 18203 18918
1 12450 26053
1 9800 12585
1 9918 20744
1 2046 31950
1 24507 1931
1 8261 24523
1 5511 8983
1 2831 2653
1 27457 24286
1 26908 25429
1 4416 15209
1 17435 27570
1 27224 7891
1 32274 117
1 5720 17717
1 20479 28337
1 1495 5473
1 7104 3554
1 31537 11731
1 5424 21631
1 7372 15844
1 1683 6867
1 31904 32577
1 13364 8
1 14582 25500
1 9036 9605
1 6767 19105
1 18470 13434
1 21321 21548
1 24449 25016
1 17374 8889
1 30518 25543
1 26733 8732
1 27162 3890
1 21533 9842
1 21286 3366
1 23871 30551
1 15317 24635
1 24276 7001
1 2510 11154
1 13135 30637
1 28611 28704
1 19612 6177
1 26009 13385
1 3424 13138
1 27593 18865
1 18307 16159
1 7686 9551
1 1004 10589
1 22816 32195
1 30603 2252
1 30760 9193
1 18845 23114
1 27861 18862
1 3883 7751
1 14118 11042
1 8148 27257
1 73 19919
1 10189 17361
1 23740 19018
1 6950 21677
1 31154 21511
1 28239 21327
1 14776 29553
1 14298 11406
1 1176 9786
1 8066 18123
1 20093 23024
1 15981 28967
1 6745 29906
1 21678 21235
1 31620 24801
1 30734 28521
1 23206 19770
1 8204 4505
1 470 6562
1 13090 13477
1 13315 8291
1 31050 15409
1 21395 21079
1 6081 4374
1 23627 22850
1 31243 30294
1 13423 13412
1 19511 10837
1 6442 847
1 27236 10310
1 10799 29431
1 27012 7651
1 22689 264
1 7520 26977
1 15665 2428
1 16349 13219
1 6534 21100
1 7549 31406
1 2273 2598
1 27432 8285
1 9217 27521
1 10541 20821
1 7236 31853
