100000 100000
1 9302 28700
1 587 10734
1 7267 15638
1 5688 11987
1 14314 10015
1 28800 27664
1 23609 25949
1 30339 20750
1 7273 23192
1 27577 4090
1 11325 19601
1 7086 12221
1 31308 9621
1 25930 31279
1 13667 29777
1 2902 6791
1 16677 7656
1 28220 23
1 24052 30275
1 4878 22838
1 2069 12969
1 7114 14973
1 21006 27279
1 5341 17974
1 15955 6833
1 15333 26641
1 23586 24161
1 9147 31001
1 11180 21279
1 22961 24551
1 3445 23147
1 28696 277
1 16637 11735
1 4614 5110
1 13984 31072
1 1110 12164
1 14523 28670
1 14319 9114
1 12304 3706
1 20810 29284
1 1900 128
1 18734 32275
1 29319 23541
1 2750 16085
1 7211 9866
1 12982 5380
1 32664 22930
1 21490 2973
1 28968 22545
1 25904 7925
1 6703 2837
1 15382 23463
1 27685 6217
1 14711 27089
1 20231 26311
1 2770 22656
1 3834 26158
1 9499 15720
1 19762 19444
1 23742 31961
1 30738 15102
1 16098 19950
1 3732 2414
1 4074 20232
1 13036 6333
1 4930 15994
1 20584 29705
1 88 11142
1 22683 10416
1 18664 13193
1 23482 3357
1 5245 8050
1 70 27106
1 5429 30072
1 7659 14599
1 6596 21261
1 32681 28578
1 187 8973
1 4401 1448
1 28939 1084
1 31634 12291
1 31684 29679
1 29972 229
1 2851 4361
1 18532 25179
1 17100 2857
1 22258 7973
1 13652 4642
1 6808 28101
1 4866 22956
1 27260 12758
1 13783 1369
1 1847 26527
1 11979 4298
1 12855 28136
1 14426 2082
1 21601 8716
1 12863 9403
1 30715 592
1 2688 8728
1 6602 19059
1 14250 24347
1 5495 16007
1 10334 8056
1 12600 6143
1 19468 362
1 3244 18696
1 6399 31653
1 30470 2589
1 13210 30603
1 28781 26069
1 6881 23458
1 23203 14080
1 32315 6726
1 7397 19699
1 8309 6299
1 16147 10784
1 27659 454
1 16401 4330
1 7331 23133
1 11117 21175
1 8667 26651
1 12866 5446
1 8004 16857
1 19292 579
1 11694 7097
1 7836 5400
1 16807 9125
1 16286 31495
1 23358 504
1 31642 14709
1 25357 21114
1 16008 3721
1 22646 10642
1 21384 16374
1 13612 31159
1 1152 19477
1 10741 27944
1 23815 12599
1 6319 2013
1 5250 16185
1 28561 9661
1 25484 10073
1 18868 10513
1 18588 15943
1 30930 27961
1 32737 9344
1 23629 20893
1 12913 18647
1 10611 28903
1 8355 31060
1 2304 22640
1 19385 30274
1 11748 21495
1 25283 15236
1 18759 8601
1 30400 29736
1 32715 8701
1 14853 19519
1 17425 22736
1 20195 5355
1 14974 20849
1 27012 28345
1 2623 15341
1 18710 28209
1 16266 22061
1 19499 28332
1 8999 30062
1 9312 1894
1 11056 17394
1 27965 22228
1 26901 1781
1 10845 6200
1 6370 227
1 28879 14194
1 13765 17352
1 16315 22297
1 14283 2056
1 19529 31946
1 24298 23376
1 17598 22464
1 12100 15308
1 20201 21925
1 682 29595
1 17853 31144
1 21343 18560
1 31295 10704
1 9247 21466
1 31651 26256
1 10592 5846
1 10929 8347
1 6104 7907
1 7278 8441
1 15423 20070
1 4089 14171
1 16470 7599
1 31667 8876
1 16680 26668
1 30114 26600
1 6800 6621
1 31512 2865
1 3067 20744
1 23439 24352
1 6767 18478
1 19160 24153
1 21453 7229
1 24181 17250
1 22355 17159
1 31299 21173
1 18276 17907
1 28764 2835
1 2188 5363
1 22587 12316
1 29119 1462
1 24865 25373
1 20961 21278
1 9144 15913
1 28300 12532
1 14070 9579
1 24589 18395
1 3141 17082
1 28335 11650
1 22241 24430
1 21821 11550
1 641 4210
1 3266 29720
1 32057 26779
1 1427 30466
1 22687 9528
1 29071 8912
1 1581 2283
1 934 11845
1 13030 22711
1 18584 8107
1 1596 12121
1 31999 23239
1 18482 6876
1 1168 19212
1 12990 14440
1 26270 32271
1 29297 16987
1 29663 16955
1 6745 17562
1 31091 7622
1 3879 27434
1 9506 12771
1 11661 7930
1 32486 24122
1 12266 25859
1 7081 14485
1 5929 13203
1 27983 11484
1 6886 12774
1 21495 22851
1 25811 5623
1 21630 31426
1 7003 5269
1 6213 32198
1 32645 6073
1 6709 1830
1 8730 12055
1 9472 2392
1 29706 28403
1 1705 14821
1 13836 12598
1 7494 31514
1 2949 27841
1 8453 3584
1 13483 5889
1 20333 8335
1 13290 17348
1 23526 3103
1 25223 30539
1 18812 22559
1 14467 24224
1 4576 21769
1 19394 25130
1 15791 25493
1 19052 18046
1 20983 15406
1 29844 20344
1 14072 19106
