100000 100000
1 25588 22282
1 28426 18034
1 18549 13929
1 10882 1667
1 13071 28532
1 10522 20694
1 14347 4573
1 5640 21713
1 30218 31569
1 27544 10660
1 21834 10665
1 19593 21025
1 19493 32100
1 3251 13005
1 19674 85
1 11502 11831
1 16528 1177
1 20016 23432
1 13208 12236
1 24565 2908
1 5875 18044
1 3556 3792
1 15124 19422
1 12463 29916
1 26598 18880
1 17979 12772
1 13841 21695
1 13569 25993
1 3450 8378
1 24244 12997
1 27912 14727
1 17955 24119
1 24494 13284
1 19554 9915
1 17062 27312
1 18724 3134
1 16634 7259
1 620 30929
1 10313 31899
1 18277 32763
1 31432 3680
1 12941 10324
1 25223 23051
1 22297 29519
1 27126 21466
1 23958 5976
1 7591 1703
1 21452 8223
1 31573 22227
1 13287 26931
1 21030 29053
1 26329 9938
1 30765 15351
1 17914 28928
1 31027 22394
1 24561 1238
1 8887 3352
1 1240 12317
1 4403 13811
1 23963 6939
1 8865 29613
1 4769 25773
1 29246 19743
1 17839 17558
1 16782 846
1 25353 10263
1 29344 12954
1 3546 31936
1 30611 5177
1 11221 7557
1 23385 29668
1 21533 5652
1 18363 11728
1 9570 12390
1 11421 18656
1 18253 148
1 27780 281
1 6943 25325
1 12885 22102
1 24469 8261
1 21600 29501
1 19470 11407
1 26780 113
1 26351 13231
1 28212 14345
1 6983 26761
1 12355 19778
1 20911 19038
1 17884 31856
1 4213 21592
1 21326 22331
1 26361 19299
1 28838 8455
1 10326 7743
1 22901 20404
1 14661 3027
1 18899 1160
1 30015 965
1 11427 4457
1 28386 30023
1 32537 24144
1 3990 52
1 3450 17146
1 23152 15451
1 27939 10465
1 22103 2843
1 22477 2410
1 25445 10032
1 19471 7264
1 32655 26316
1 5924 19105
1 16009 25577
1 11247 14615
1 30948 32478
1 27452 32746
1 30330 28465
1 16713 25076
1 6155 22189
1 15493 6262
1 17448 2740
1 407 1801
1 6992 2006
1 16546 27607
1 14170 17314
1 4040 24586
1 31250 20667
1 20205 15493
1 12071 2351
1 30909 14034
1 1349 13061
1 1264 19036
1 8830 21269
1 16332 16863
1 22510 8733
1 15084 29980
1 14495 22544
1 15169 3793
1 6058 16817
1 18518 28392
1 12703 21601
1 16600 31983
1 1319 13365
1 6229 32456
1 7912 24652
1 8772 18338
1 23721 31072
1 3654 21288
1 27575 22170
1 31147 8439
1 1671 23723
1 14904 25686
1 13724 19224
1 17959 23585
1 6059 29653
1 23920 26375
1 29950 4374
1 22599 10230
1 8726 11618
1 16102 20178
1 30100 20969
1 3724 22893
1 21850 28439
1 20422 24756
1 7917 13161
1 25069 17958
1 28445 17536
1 8176 21899
1 3305 3700
1 16979 12002
1 31645 7530
1 8824 3227
1 30781 13673
1 17182 14854
1 26150 7273
1 16935 19980
1 28403 19117
1 6046 32285
1 22942 30035
1 17912 7529
1 23783 10026
1 24474 7251
1 28922 23491
1 1436 7202
1 25676 20683
1 17357 27386
1 14278 407
1 28151 31756
1 1573 257
1 25188 12297
1 31393 9587
1 21920 476
1 6860 15169
1 2945 27544
1 26558 12604
1 8549 6063
1 6767 29572
1 19899 12902
1 32612 26781
1 14533 28549
1 13710 17605
1 21147 6227
1 21615 10117
1 19060 13761
1 15742 14215
1 2849 10982
1 7373 12455
1 24794 21419
1 23785 6220
1 11325 31688
1 4609 3065
1 18068 16879
1 8267 24095
1 31575 15174
1 8612 30006
1 15090 27419
1 20087 8459
1 27335 25300
1 28127 23132
1 30327 7716
1 4368 8354
1 1629 28549
1 7667 27182
1 32604 4322
1 27920 23159
1 12251 11411
1 32433 12979
1 19981 29327
1 2884 12452
1 11126 3549
1 29442 20405
1 16811 3660
1 20686 8261
1 31833 6756
1 13408 10563
1 25736 32156
1 18338 2043
1 4385 26318
1 25434 16943
1 174 27367
1 22282 32362
1 16482 8163
1 26644 5777
1 1113 25593
1 19490 14523
1 5408 9490
1 8901 2626
1 13944 15488
1 12893 283
1 27479 13037
1 27704 26466
1 15152 145
1 31742 15673
1 23668 7593
1 26188 27859
1 26713 30500
1 31391 1228
1 31706 7071
1 7284 27836
1 27135 13459
1 10157 18443
1 25438 8141
1 29751 31495
1 14050 15647
1 15594 1587
1 4043 17494
1 28080 11234
1 21750 14187
1 7402 5125
1 3423 17662
1 13327 25154
1 28132 12031
1 2966 29254
1 29772 2479
1 32279 11867
1 13191 26311
1 13997 13373
1 13623 16630
1 16030 15401
1 5232 15249
1 3646 30264
1 13756 2695
1 9488 20971
1 16483 5779
1 27951 25607
1 15593 12725
1 28140 24227
1 31959 28642
1 4537 20351
1 12223 30715
1 838 6295
1 18810 24828
1 26089 22264
1 7604 28534
1 27971 11219
1 21675 18239
1 6177 7120
1 7475 25959
1 4768 30884
1 16382 30319
1 917 2278
1 30746 23734
1 18731 25118
1 13499 31540
1 26830 10528
1 10299 6250
1 13896 11416
1 18527 28057
1 30250 3557
1 9180 13875
1 32622 27691
1 12569 21391
1 8282 17827
1 31287 22752
1 19112 822
1 19023 4968
1 19171 25163
1 16378 25321
1 3860 12509
1 26903 30301
1 16542 4048
1 19400 16614
1 13671 12165
1 190 15112
1 31800 15020
1 17079 17430
1 2151 25433
1 5956 14314
1 16563 18010
1 29904 3289
1 30063 6345
1 2526 3559
1 483 21469
1 2450 1334
1 7407 21253
1 8563 27333
1 7409 6200
1 31855 27479
1 13033 10886
1 30496 23472
1 24795 17140
1 26957 27655
1 12149 15238
1 10420 12217
1 26354 29853
1 10502 19771
1 20286 9347
1 23860 27218
1 15195 17733
1 15849 10374
1 25603 5313
1 6487 17876
1 21903 23295
1 4151 13731
1 29975 27333
1 25611 17913
1 24795 4197
1 31399 9455
1 12257 25306
1 15087 23138
1 21728 11027
1 9954 2540
1 10333 21903
1 22232 4370
1 24084 8746
1 14855 21951
1 27033 1591
1 16460 22770
1 5695 29902
1 20777 25011
1 22073 359
1 13322 21579
1 3327 4264
1 19916 2484
1 22772 2940
1 22399 15183
1 8261 18533
1 29291 22229
1 25876 7955
1 15698 20112
1 9430 23093
1 20213 14795
1 18169 31631
1 14809 22919
1 24266 1613
1 32075 21871
1 17559 17303
1 1954 17678
1 18960 13669
1 11716 22848
1 3571 11157
1 15340 14822
1 13033 12091
1 938 27614
1 32171 14392
1 2859 21299
1 7784 24846
1 16826 9616
1 10603 3314
1 23943 24827
1 761 13347
1 18087 6847
1 17016 19067
1 13149 15018
1 20695 29763
1 22936 30329
1 17961 32076
1 22972 8593
1 19091 17979
1 18085 9456
1 32361 7205
1 28394 13154
1 11668 11868
1 19294 3576
1 21047 5768
1 14045 27830
1 10898 9977
1 21317 24460
1 26150 29499
1 16322 15240
1 11801 18155
1 1103 26697
1 3293 32458
1 22137 8631
1 30989 30736
1 7014 497
1 1943 2563
1 19223 26503
1 2336 15815
1 6378 3050
1 5796 14456
1 1379 24096
1 20829 2934
1 15659 30140
1 23015 24320
1 26969 12814
1 17057 11013
1 21745 22935
1 342 29238
1 2986 19903
1 9245 13152
1 22005 9931
1 19837 1273
1 13882 19465
1 15317 3833
1 19301 23629
1 24571 22251
1 15521 31393
1 18212 4675
1 4707 21305
1 23556 29426
1 8363 27813
1 17206 8760
1 26247 6474
1 22237 23993
1 1752 7443
1 1420 27348
1 15960 23396
1 6243 21552
1 31452 8528
1 9339 9623
1 30679 24587
1 11141 6664
1 1056 27554
1 12205 28679
1 21749 4585
1 16069 22584
1 2623 7605
1 14495 12844
1 18455 6732
1 21690 2939
1 2442 27418
1 11041 5395
1 4249 2982
1 17553 719
1 6020 3012
1 30170 2380
1 10057 7179
1 2695 28152
1 14183 16009
1 705 23915
1 31463 28598
1 26737 31739
1 32413 23463
1 32677 25738
1 31916 29572
1 22069 2467
1 2376 30524
1 30374 11462
1 31936 18295
1 16974 24575
1 16059 5069
1 14009 17853
1 22209 14645
1 8780 738
1 26110 25792
1 3112 5911
1 28227 20103
1 21330 3938
1 2638 8417
1 18704 18170
1 31563 24538
1 19094 10842
1 12187 25825
1 7649 12436
1 9939 17089
1 5604 32488
1 22280 9683
1 16866 27285
1 30538 1137
1 11291 19695
1 21358 13229
1 27562 23986
1 3345 13379
1 3502 1942
1 28121 19405
1 6568 27427
1 12030 15926
1 13604 967
1 23049 15217
1 10908 8998
1 9948 21867
1 22425 14001
1 31475 4670
1 17947 2938
1 28137 28327
1 30011 1094
1 30526 25786
1 5391 30180
1 10583 19156
